video,video_views,likes,dislikes,category,published
Parks and Rec Come back joke,2482309,"20,964",224,Comedy,2012
AIELLO - ORA (Official Video - Sanremo 2021),1132390,"23,083",887,Music,2021
新時代 (ウタ from ONE PIECE FILM RED),4321634,"156,105",,Music,2022
Doechii - Anxiety (Visualizer),40116402,"1,032,825",,Music,2025
😭,101094612,"3,259,676",,Entertainment,2025
JENNIE & Dominic Fike - Love Hangover (Official Video),31499047,"1,719,118",,Music,2025
Rocket Blast Off #messingaround #flying #fun #brothers #playing #hangtime,156690686,"1,868,300",,Sports,2024
EVLİ MUTLU CISTAK,1024855,"5,714",,Music,2024
Are You Sharp Enough? with Darrelle Revis | PointsBet Sportsbook,1072369,3,1,,2019
Mila Kunis Tells Off A Reporter In Fluent Russian,3324459,"23,701",834,Entertainment,2012
Golpes de padel,982730,382,40,,2007
Cociná a leña con Bosca,1140657,4,0,Entertainment,2019
Crayola lets kids go free to Sea Life,1041896,7,3,Education,2019
Boomerang,3050764,"3,939",290,Comedy,2005
Prehistoric shark captured on film,12466431,"11,517",769,Pets & Animals,2007
Kale's nail biting video 1,1123520,253,735,People & Blogs,2017
Beijing Airpocalypse Arrival,1237586,"1,923",438,People & Blogs,2017
I can feel it down in my plums....,1576942,"4,498",153,Comedy,2009
台北數位廣告帶您掌握社群行銷,3875011,31,34,,2014
Dance Precisions   Scream   Shout,1731322,963,206,Music,2014
Жизнь пластиковой бутылки,2061290,"2,432",387,People & Blogs,2017
Man shot on camera by the police - Police brutality,17056400,"8,834","4,604",Entertainment,2011
Elephant lucky from the jaws of crocodile,2730336,"1,187",169,People & Blogs,2017
Best Western Sverige - 30 s - Med erbjudande,1009282,7,1,,2021
EyePet Trailer,1227844,"1,019",79,,2008
Mr Bean imitator 3 voor amusement - boekt u bij www.jbproductions.nl,8411133,"1,194","1,216",Entertainment,2007
Flying nut high five,7852043,"62,744",748,People & Blogs,2014
Ae Dil Hai Mushkil Cover Unwind -- Tabitha Chettupally,5081915,"5,011",118,People & Blogs,2017
YouTube配信広告「社員登場編」,4592080,58,31,Autos & Vehicles,2015
Carlsberg stunts with bikers in cinema,22426928,"50,810",806,Entertainment,2011
Panchlait - Teaser 2 | Prem Modi | Funtime Entertainment,885706,"5,835",217,Film & Animation,2017
tommy wiseau can't understand millennials,3320857,"28,326",198,Comedy,2017
Maximus by Kerbedanz - the biggest known tourbillon for wristwatch,1263651,"10,376",126,People & Blogs,2017
kitchen makeover fail,3975191,"1,514","2,231",People & Blogs,2012
FIA WEC 2018 Spa Francorchamps Crash #17 BR Engineering BR1-AER Eau Rouge,1586550,"1,739",75,Gaming,2018
Explosion galaxy note7 in the burger king korea,3957239,"4,330","2,350",People & Blogs,2016
Phoenix - Lisztomania - Boston University Brat Pack Mashup,3824693,"15,236",858,,2010
Carlos Alberto 1970 wondergoal,1512563,"1,552",118,Sports,2006
"Polident Super Sigillante - Spot TV 15""",3502797,2,0,,2021
Marea que se joda el viento,1574564,"1,540",66,Music,2006
GTA San Andreas Car Mods,1407396,975,134,Entertainment,2007
The Red Solstice 2:Survivors - Price of failure,7812856,197,10,Gaming,2019
"Just Eat - Mød LêLê, Grillen Burgerbar, Kebabish & Perbacco",9619541,8,16,Entertainment,2018
Subaru Get More G's Ad 1,9149607,"4,290",515,Autos & Vehicles,2010
DBGT ssj4 Gogeta vs Omega Shenron,1135406,605,55,Film & Animation,2008
2018 new jazz club songs - Bossa NIGHT -(dance remix),2379886,,,Music,2011
VTEC SOUND,1439814,"2,379",110,Autos & Vehicles,2006
James Showing His Ben 10 Omintrix Watch Toy,3351812,,,People & Blogs,2007
Comedian Hits on Hecklers Girlfriend,5260834,"6,870","1,032",Comedy,2007
Primer Caño a Ronaldinho,1736901,"1,861",306,Sports,2007
"Ronaldinho,C.Ronaldo,Kaka",4970841,"3,199",257,Sports,2010
REAL LIFE TRANSFORMER,1818326,"1,989",284,People & Blogs,2007
FloRida - Right Round (VinylRockerz Remix),3334348,"3,889",471,Music,2009
Disney songs (2),2141164,"1,164",74,Film & Animation,2007
Alicia Keys How to Save A Life (the Fray Cover) Radio One Live Lounge,974519,"1,532",803,Music,2009
"Margot loves Brown Bear, Brown Bear. Baby laughing",3320366,"1,239",28,People & Blogs,2014
Strange creature freaks out plantation workers in Sarawak,9700006,"2,478","2,027",News & Politics,2015
Polar bear petting dog,8058364,"24,707","1,821",Entertainment,2016
Light Rain,3488820,"2,995",60,Entertainment,2009
JD Pantoja - 12•19 (Trailer),2144710,"317,352","8,155",Music,2020
"MS Inside Out: My name is Sean, and this is my story.",1417655,,,,2018
Funny commercials-21,3285284,702,0,Comedy,2010
Aslay feat. Harmonize - Follow Me (Official Music Video),1397658,"44,137",,Music,2022
PRAN Peanut Bar | স্মার্ট কিছু খাও,5615545,7,,,2023
Coma_Cose - L'ADDIO (Official Video - Sanremo 2023),3672887,"41,513",,Music,2023
Oxlade - KU LO SA (Official Video),6005457,"134,873",,Music,2022
Classy 101,11170714,"157,703",,Music,2023
Carrabba's Italian Roots,34772211,24,,,2021
"Jay Wheeler, Anuel AA, Hades66 - Pacto (Remix) (Official Video) ft. Bryant Myers, Dei V",16651507,"517,095",,Music,2023
"Gazo, Tiakola - NOTRE DAME (Visualizer)",1551825,"27,064",,Music,2023
Eladio Carrión - Cuevita (Live Session) | Vevo ctrl,2246356,"26,765",,Music,2023
【RENOSY（リノシー）】確度の高い不動産投資_15秒,15489613,19,,,2023
Можно я с тобой (can i come with you),2218610,"92,278",,Music,2024
Laf 2.0,1068698,"11,495",,Music,2024
İhtimallerde Yoksan,2028211,"10,812",,Music,2024
UWAIE,6903203,"45,620",,Music,2025
"Papa V, Nerissima Serpe, Fritu -⁠ Wop Wop feat. Shiva (Audio)",914168,"14,506",,Music,2025
Me And The Devil (SLOWED + ECO),1593787,"18,204",,Music,2025
그래서 그대는,1830212,"7,770",,Music,2024
Bi Polar (SAYGI1),885313,"12,792",,Music,2024
Ysrael Barajas - GPI 2 (Video Oficial),983919,"20,719",,Music,2024
Sobran Motivos,1574149,"13,731",,Music,2024
RickRoll'D,78178105,"318,037","44,953",Music,2007
My dad flew into town to surprise his parents.,888893,"8,190",113,People & Blogs,2016
Fat Bike caught on an Electric Fence!,3580228,"13,803",406,People & Blogs,2017
Girl falls off stage while getting proposed to at dallas music festival ORIGINAL (part 1),322489,887,239,People & Blogs,2017
Cantona VS Supporter,3694102,"5,186",465,Sports,2011
パンツだけなのは正常です,5498422,561,234,Howto & Style,2008
Real Exorcism of Anneliese Michel,38507859,,,People & Blogs,2007
婚前試愛 2010年12月23日 電影廣告,48695613,"2,444","2,753",Film & Animation,2010
Toys.ee - BABY born® nukk,18423437,"2,431","1,853",Entertainment,2008
"Rihanna ""Cry""",32695896,"47,735","1,456",Music,2007
Funny Football,37544668,"37,127","2,904",Comedy,2006
Ministry of Silly Walks,9558072,"39,783","1,251",Comedy,2006
burp helium (so funny),12552948,"81,470","2,073",People & Blogs,2014
the fast and the furious music,4043321,"1,617",581,Music,2009
Driving on Water,1208750,392,15,Autos & Vehicles,2007
Kelly Clarkson - Stronger (lyrics + deutsche Übersetzung),2264728,"4,545",126,Music,2012
John Cena - My Time Is Now,38332239,"52,593","5,494",Music,2007
Ken Lee or Without you by Mariah Carey (ENGLISH SUBTITLES),18308842,"28,127","1,491",Entertainment,2008
BallsCrash,280745872,"64,224","21,652",Comedy,2009
Sister Act 2 - Oh Happy Day,37730464,"87,538","1,589",Music,2006
Of Monsters And Men - Love Love Love,3474904,"16,311",170,Music,2010
Early Voting Options 2 (16x9 - 30 seconds) | Elections Canada,2358658,0,,,2021
Red Suit || Official HD Video || Latest Punjabi Songs || RK Ramme,1080296,"2,237",61,Music,2017
Die Württembergische - Passt-sich-an-Prinzip Umzug,1867469,4,1,,2019
Discover the way banking should be - Regional (10 sec),1743437,0,0,,2016
"Балаклея, Харьков, момент детонации",1941205,"4,907",197,People & Blogs,2017
Opening a 9-year old Easter egg,2807049,"3,455","1,006",People & Blogs,2017
Knight and Day - Trailer 3,1530779,"1,098",66,Entertainment,2010
THE #TWOFINGERSOFWILDNESS EVENT,1320219,,,People & Blogs,2015
Loch Ness Monster Sighting 7th May 2017 About 9am,1894110,447,985,Travel & Events,2017
Najlepszego Polsko!,1465545,85,44,,2018
ITS ALL IN THERE REMIX,2081718,"3,024",52,Music,2017
"Denver morning news show tries Carolina Reaper #OneChipChallenge, goes badly",896464,,,Comedy,2017
David Nalbandian angrily kicks Linesman in Queens Final [17/6/12] - BBC One (ORIGINAL VIDEO),4758192,"2,286",991,Entertainment,2012
I was in a wedding and smashed my face,1596447,"6,001",176,People & Blogs,2017
Fox News idiocy.,1227176,"5,383",457,News & Politics,2017
Bike Race Free - Racing Game - Lots of NEW CONTENT,26882229,"3,145","1,435",Gaming,2016
9-30-2017 Marilyn Manson Hammerstein Ballroom prop/stage collapse,1315977,799,221,People & Blogs,2017
"This is a dollar, not a card",1144211,"6,389",132,People & Blogs,2017
Fedez - Prima di ogni cosa (Official Video),4833788,"202,477","7,131",Music,2018
Meet Will,3121597,"40,432",313,Comedy,2018
Mad Mike Hughes (RUFF) blasts off 03-24-18,1083036,,,Science & Technology,2018
Zebet - Comment avoir la cote ? Avec le DOUBLE BONUS !,1903815,0,1,,2019
Antibiyotik Mevsimi Geldi!,14941185,3,2,,2019
Earn & Redeem PAYBACK Points on Shopping – Big Bazaar,20096070,47,11,,2020
Accidente en lineas  de alta tension,809389,161,30,Education,2008
Insano - The biggest waterslide of the world - Brazil - Ceará - Fortaleza,2429774,743,218,Comedy,2009
Air Crashes & Accidents,4668120,562,"1,486",Autos & Vehicles,2009
Dashcam BMW crash,5666551,"14,735","1,208",People & Blogs,2016
Lamborghini Reventon vs. Tornado,9550473,"8,190",873,Autos & Vehicles,2008
Carnival Magic Cruise ship nearly runs over jet skiers,1701340,"2,062",328,Nonprofits & Activism,2017
Audi RS6 5.0 V10 TFSI Beschleunigung 0-351km/h www.kubatech.de,4546880,"2,408",272,Autos & Vehicles,2009
Subway® | Richtig lecker. Richtig günstig. | TV Spot,10537317,33,17,Entertainment,2020
8 Rules of Fight Club Trailer,1352408,"2,752",97,Entertainment,2006
The Muppets Electrical Nose Warmer,944461,"1,267",41,Comedy,2007
Kid singing Britney Spears scared to death by his mom,11940134,"39,480","2,324",Comedy,2007
Waving Flag - Cancion del Mundial Sudafrica 2010 - K'naan y David Bisbal.flv,1694185,"2,000",46,Sports,2010
Kingdom Hearts: Birth By Sleep (PSP) trailer [High Quality],4245757,"14,725",346,Entertainment,2007
King Kuduro - Il faut danser,4816624,"3,361",181,Music,2009
GTA San Andreas Tuning Mod,1532108,647,91,Gaming,2009
魚を生かしていたら、まさかの惨事！！,2306190,106,300,Sports,2009
pool trickshots in the news,1216090,694,84,Sports,2007
UFO-Doctor Doctor,1142679,"4,305",55,Music,2008
Bull Moose Charges Truck,3775980,"5,080","6,017",Pets & Animals,2009
Vai ser Burra assim la longe,3458731,"1,897",381,Comedy,2008
My Diablo 3 Inferno Tactic,2362860,"22,368",787,Gaming,2012
Selena Gomez Come And Get It Live Performance SINGING LIKE AN ANGEL !,5943702,"7,132","2,859",Music,2009
Simona Halep Q Match1_2 Paris Indoors 2009,5529798,"2,561",132,Sports,2009
Glentoran 1-0 Portadown BURROWS GOAL,5400744,,,Sports,2010
singing hippopotamus,6380182,"3,440",399,Comedy,2005
"Marcela Gandara ""Antes de Ti""",1803120,572,41,Music,2006
Derrick Barry (Britney Spears) - America's Got Talent,5370442,"12,906",757,Entertainment,2008
10/21 苗栗中正盃－萬能科大球員攻擊中央大學球員,635395,137,763,People & Blogs,2016
Cleveland and Chicago Unite to Defeat Trump - TrumpTraders.org,1155708,21,62,News & Politics,2016
2016 MAMA 王大陸 大平台,1735464,"2,708","4,760",People & Blogs,2016
Rabbit Vs Snake.  Momma Rabbit save babies - Original Video,24914138,"21,753","1,239",Pets & Animals,2015
Yakult One And Only - English,34686085,391,179,Travel & Events,2017
Heaven - DJ Sammy Remix,11370933,"21,100",0,Music,2006
Club 4 Paws Selection — Любов завжди вчасно,8058118,210,,,2022
Prohibidox,7149556,"109,633",,Music,2022
Seen,1212699,"8,362",,Music,2023
Aslay - Inauma (Official Music Video),1606569,"34,829",,Music,2023
"OnPoint Community Credit Union | ""Community"" Commercial",3798286,22,,,2020
Tiryakinim,6332540,"64,248",,Music,2024
"Gazo, Tiakola - CARTIER (Visualizer)",1366275,"34,494",,Music,2023
Bıraktığın Gibi Burdayım,1291926,"10,366",,Music,2024
¿Nudo por estrés?,58296785,19,,,2022
Isadora Pompeo - Tetelestai (Ao Vivo) ft. Carol Tauber,1205733,"34,861",,Music,2024
Bıraktığın Gibi Burdayım,1889571,"13,340",,Music,2024
Trueno - RAIN III (Visualizer),2157197,"129,977",,Music,2024
Eden Muñoz - Traigo Saldo y Ganas de Rogar,1077182,"18,109",,Music,2024
A kind-hearted elderly person rescued an injured peacock.#animals #wildliferescue #rescueefforts,146925966,"1,616,667",,People & Blogs,2025
Drawing the pillar of life🥶🗿#trollface #trollfaceedit #troll,133062446,"3,173,002",,People & Blogs,2025
El General Panter B,749036,"6,820",,Music,2025
JENNIE - like JENNIE (Official Video),60535069,"2,515,187",,Music,2025
Ysrael Barajas - Plática Con Cupido (Cover Audio),2139232,"29,151",,Music,2025
PUN - BF (feat. URBOYTJ),1588998,"39,090",,Music,2024
"SEVDALIZA - ALIBI | Live From Vevo Studios ft. PABLLO VITTAR, YSEULT",5368532,"223,418",,Music,2024
Squid Game - Round and Round Mingle (Marimba Ringtone),4822670,"74,581",,Music,2024
¡Que Te Pasa!,1668686,"24,060",,Music,2024
JADE - Angel Of My Dreams (Official Video),5396154,"214,969",,Music,2024
your pet’s perfect moment 🤭 #petportrait #funnypets #perlover #petpainting #fyp #petparent #petart,117001584,"860,277",,People & Blogs,2025
Ben Kalbimin Orta Yerine Seni Yazdım,765423,"4,561",,Music,2024
Rauw Alejandro - Touching The Sky (Official Video),3139901,"109,406",,Music,2024
Чай LOVARE. Відчуй красу!,9822893,42,,,2021
The HVAC Whisperers,2441730,5,4,,2019
Unlikely couple: Liaison between a Sika deer and a Japanese snow monkey,3126743,"1,009",474,Pets & Animals,2017
Jeopardy: What is a threesome?,2838751,"7,651",126,Comedy,2011
【15 分鐘貸閃到手】大新交稅「快應錢」,2375682,15,4,,2019
"Spinal Tap - ""These go to eleven....""",1880022,"10,651",160,Comedy,2011
"Assault on Most Reverend Manuel A. Cruz, Auxiliary Bishop of the Archdiocese of Newark",1301276,"1,317",530,Film & Animation,2017
Älg i vak,2104408,"8,941",147,Pets & Animals,2017
LA CINTURA MAS DELGADA DEL MUNDO,54003557,"15,233","10,100",Entertainment,2007
David Hasselhoff - Hooked on a Feeling,13848813,"42,810","4,411",Music,2006
Wooden spoon trick - Sleifaratriðið,5644916,"10,964",416,Entertainment,2010
QURAN,437840,30,218,People & Blogs,2017
"Familiada - Imię męskie na literę O. (Oliwier, Oliwia)",969271,"4,668",204,People & Blogs,2017
Elephant Multi Car Discount,3102746,0,2,,2019
Ryan Gosling - Epic Old Dancing Videos 1992,1694235,"6,734",210,People & Blogs,2015
Ronaldinho truco increíble 2011,21752141,"7,507","1,779",Sports,2011
Ovechkin fight vs Columbus,908626,"4,112",376,Entertainment,2017
Spider-man - Double Track - Fan Film [2007],30976762,"9,263","4,457",Film & Animation,2007
Mr.President- Coco jumbo,8029186,"13,431",522,People & Blogs,2007
Metallica-Fade To Black,35496234,"88,736","2,442",Music,2006
Phun Car,7045249,"1,006","1,151",Science & Technology,2009
Super platano brothers,1595388,"14,720",344,Comedy,2017
Red Dawn Trailer,3964762,"1,323",222,Entertainment,2012
My Name Is - Eminem (Backwards Message),3541035,"5,004",575,Music,2006
津波　TSUNAMI - Earthquake (3/11)　20110411,6683001,"2,295",345,Comedy,2011
Teijin Aramid | Be sure with aramids in automotive,2783994,3,0,Science & Technology,2020
The last thing my Nest cam saw...,1103324,"2,863","3,111",Comedy,2017
Националисты на митинге 12 июня. Расследование Je Suis Maidan,1220251,"1,393","2,469",People & Blogs,2017
2017 04 12 Przejscie,1098005,"7,520",422,People & Blogs,2017
ALDO LE CHEF COCHON KARAOKE,4875239,"2,746",652,,2011
"KAMILLA - Нет любви (Премьера клипа, 2017)",1260133,"3,393","1,468",People & Blogs,2017
Announcing Fyre Festival,3293365,"1,563","12,051",People & Blogs,2017
水族館大魚突然死亡 Sudden death of a fish in Okinawa aquarium,1194632,"1,207",738,People & Blogs,2013
Jean-Claude Juncker drunk and bitch slaps leaders,2668268,"5,378",576,People & Blogs,2015
Maddie Waiting for the Beat to Drop,9868674,"68,446","2,692",People & Blogs,2017
"Radość w prezencie, czyli CEWE FOTOKSIĄŻKA Majewskich",3006030,8,1,,2018
Black bear charge(attack) fire river ontario spring 2017,5002420,"7,240","1,243",People & Blogs,2017
"Silverado 500,000 mile celebration",836184,"11,538",283,People & Blogs,2017
Android Lost intro,1552477,321,93,People & Blogs,2015
Chroma Key test,7527125,"41,698","1,547",Entertainment,2010
Grandpa Break Dancing Battle,1274520,"1,207",78,People & Blogs,2014
Это шок..вот так русские актеры подрабатывают в ночную смену..,769783,715,"10,522",People & Blogs,2017
New Champ Kayn/Rhaast Leak for LOL (Moobeat credit me you derro),847249,"1,857",173,People & Blogs,2017
Революция на Дворцовом :)),711353,"1,222","3,832",Entertainment,2017
John Michael Montgomery-Letters From Home,1998307,"2,600",595,,2009
Fedez - PRIMA DI OGNI COSA (Teaser),885149,"29,689","2,992",Music,2018
You can't even text and walk,1154376,"10,616",496,People & Blogs,2017
#Despacito with snoring - Despacito con ronquidos,2812994,"18,051",762,People & Blogs,2017
Coconut tree fall on woman 'Kanchan Rajatnath',1568903,489,200,People & Blogs,2017
Plan Novo - Brackets,3640958,4,0,,2019
Artifact new game announcement from Valve crowd reaction,1301165,"17,084","1,900",Music,2017
Innovate the Industry by Burrow,2298709,13,4,,2018
Brian Ambrosini - AMC Gremlin - Wheelie Competition - Winner!,15505994,"5,350",280,Autos & Vehicles,2006
El Connecto,3583270,"41,735",485,People & Blogs,2018
Dennis Lloyd - Never Go Back (Official Video),720437,"26,772",274,Music,2019
Gönder Gelsin!,5634653,"1,268",191,,2021
"Begun, the Duck War has",3586169,"51,443",300,Entertainment,2017
Party Boy Corey Worthington and his Famous Sunglasses,896419,"7,060",152,News & Politics,2008
聯邦銀行2018品牌形象廣告-相信‧希望 (60秒完整版),5842728,299,76,People & Blogs,2018
Cat doesn't like Trump,1200385,"4,548",198,People & Blogs,2016
"בפנטן טיפות עיניים, עכשיו באריזת בקבוק חדשה! לשיפור הלחות ולהקלה וטיפול בעיניים יבשות",1606955,2,0,,2019
Jessie J 'Domino' [HIT SINGLE] Official Lyric Video + Single Cover (Full Song),14378553,"29,600",779,,2011
Bassem Rashidi - Rabbi Salli | Send Blessings ( باسم رشيدي - ( ربي صَلِّ,1047281,"1,172",5,Music,2016
Bjergsen Mom Appear in bikini during stream,2166792,"2,993",174,Gaming,2016
V'OLGA - ЛОВИЛА,1136235,"2,735",756,People & Blogs,2017
Amtrak F40PH and Amfleet Cars Video 1,1212253,128,60,Autos & Vehicles,2007
expo mouland,1060048,276,73,Autos & Vehicles,2008
Poligrip Max Seal - The Big Game,3714231,5,7,People & Blogs,2018
Motorcycle Accident,2581137,977,812,Autos & Vehicles,2009
Red Remover Walkthrough 21-45 on PAR,10288090,"2,194",643,Gaming,2009
David Tavaré - Hot Summer Night (Oh la la la),1337402,"1,893",74,Music,2008
Me prende!! megusta sentir tu cuerpo!!,861153,305,57,Music,2011
Amazing Japanese Fake Pool,44730824,"68,934","3,827",People & Blogs,2007
How To Train Your Dragon 2 and Cartoon Series Information [Read Description],1597739,,,Entertainment,2011
Bob Sapp vs. Kimo UFC-K1 fight,1223675,"1,022",148,Sports,2008
СТОП ХАМ. водила Х 5 бурит по полной,2595029,"4,452",570,Autos & Vehicles,2011
4 year old section Juan and Edgar,1006860,680,615,Entertainment,2006
Dj Akman KLibi www.xwebtasarim.com,1069153,341,32,Music,2006
KAJOL IN YEH DIL LAGI,73698562,"6,092","4,683",Entertainment,2009
"Oda a ""The britains got talent"" (subtitulado).",2125187,"2,542",180,People & Blogs,2012
Gta san andreas Drift 2,1613818,929,692,Entertainment,2007
train stuck in snow,1463580,834,96,News & Politics,2010
Sims 2 - Everyday,877651,592,76,Film & Animation,2007
Lee Sin's great escape [Fixed!],1610253,"9,278",152,Gaming,2012
The Black Dahlia movie trailer,820548,996,56,Entertainment,2006
mike mo 12 yrs old,899520,"2,384",189,Sports,2008
"Gregory lemarchal, sos d'un terrien en detresse",1538856,"1,263",37,Music,2006
Ford Mustang Launch (street),1001605,"2,214",27,Autos & Vehicles,2008
ANAHI (rebelde) bailando LAS DIVINAS (remix),9347451,"2,426","1,565",Entertainment,2009
Billie Jean (Live),1240220,"3,198",67,Entertainment,2006
"Fedezd fel! 3D séta áruházunkban | mömax, trendben otthon",1128947,0,0,,2019
Птиц засасывает вместе с зерном на хлебозаводе,3120409,"21,206","2,663",People & Blogs,2016
paulista,940489,471,"1,155",People & Blogs,2016
The Big Fat Quiz Of The 90s   Mr Blobby,951835,"7,347",121,People & Blogs,2014
"Fasma, GG - Parlami (Official Video - Sanremo 2021)",757718,"25,704",243,Music,2021
Naruto - Konoha's Hokage,1054505,"1,137",0,Entertainment,2008
"Dacă n-ai bani (feat. Beach, Please!)",1015509,"9,689",,Music,2022
Chema Rivas - LA ROJA (CANCIÓN MUNDIAL) (Video Oficial),726826,"39,271",,Music,2022
Elizabeth Banks Introduces The Snake Rewards Program,1019641,39,,,2022
"X-MEN FOR BOSS LEGEND – HƯƠNG GIÓ BIỂN THANH MÁT, KHỬ MÙI & KHÔ THOÁNG",19956533,25,,,2022
"Senseo, votre délicieux café certifié* Rainforest Alliance !",3023958,0,,,2023
WOO! BoomBoom Nasal Inhalers on Shark Tank [Recap],16762388,"6,093",,,2019
"GloRilla, Cardi B - Tomorrow 2 (Official Music Video)",31909765,"638,566",,Music,2022
No_se_ve.mp3,3085869,"45,677",,Music,2023
First American Home Warranty Commercial,3137485,83,,,2020
"UMI, V - wherever u r (ft. V of BTS) official lyric video",4273176,"521,085",,Music,2023
ORIGAMI ALL'ALBA - CLARA,2030824,"26,233",,Music,2023
Gazo - 100K (Visualizer),1167599,"32,821",,Music,2023
"Пельмені ""Левада"". Повний фарш. 20 сек.",3355479,36,,,2021
"Млинці ""Левада"". На поготові! 20 сек.",3464450,16,,,2021
Get your biggest tax refund guaranteed. Always free federal and $14.99 state filing.,13870467,31,,,2021
2BACONIL | INDIA'S 1ST NICOTINE TRANSDERMAL PATCH TO QUIT SMOKING | SMART WAY TO QUIT SMOKING,5092957,115,,,2017
Darell - Lollipop (Official Video),47154379,"381,348",,Music,2023
"Libresse® Pads - Padanan Selesa, Serapan Sempurna",33353387,14,,,2022
Sofia Castro - Te Juro No Te Miento (Official Video),2581581,"135,813",,Music,2024
"Luck Ra, Tiago PZK - FUE CULPA TUYA",2700431,"50,507",,Music,2025
Please save the baby😭,76133774,"2,746,942",,People & Blogs,2025
FUNNIEST EXPLODING BASKETBALL MOMENTS 🏀💥,67630800,"1,901,288",,People & Blogs,2025
Passo Bem Solto (Ultra Slowed),4678071,"57,629",,Music,2025
injection with green tamatos,81323847,"189,564",,Education,2025
Best Perspectives of @jordikoalitic ☠️..,141469074,"2,296,129",,Entertainment,2025
AI-Generated: Learn the Importance of Road Safety (Part 1) #aivideo,69350734,"307,889",,People & Blogs,2025
偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物偽物,685189,"30,320",,Music,2024
Keşke,8730489,"128,682",,Music,2025
Amigos y Enemigos Almighty,1099456,"8,224",,Music,2024
Ne Ağlarsın Benim Zülfü Siyahım (feat. Celo),676986,"1,780",,Music,2025
"Moncho Chavea, Oscar El Ruso, Samueliyo Baby, Samuel G - PAM PAM",1590709,"13,425",,Music,2024
If You Ask Me What Love Is,6299705,"34,472",,Music,2024
"JENNIE, Doechii - ExtraL (Official Video)",38076762,"1,924,672",,Music,2025
Struggling with a new Phone,1451235,"16,223",634,Entertainment,2017
Big Bang Theory - Why Sheldon does not celebrate christmas,1684744,"4,911",135,Comedy,2010
Saugella 4Ever,1159214,0,0,,2020
метеорит Хакасия 06 12 2016,1344770,"8,338",351,Autos & Vehicles,2016
Rocky Balmoto,2218572,"10,869","1,626",People & Blogs,2016
Charlie vs Swayze,2740111,"5,818",289,People & Blogs,2014
Dave Chappelle on Martin Lawrence and Hollywood Culture,1135513,"6,993",85,People & Blogs,2014
PANEK subskrypcja,2048773,20,2,,2019
La lozione anticaduta TRINOV è finalmente in farmacia,2023816,42,37,,2018
Don't Try This At Home,1282361,180,66,People & Blogs,2016
BBC Weatherman Caught Giving Middle Finger on Stage,510985,"3,000",156,News & Politics,2010
Lina Hinestroza es una muestra de lo que somos | Synlab,825829,6,1,,2019
Irie Maffia: Hands In The Air,1944899,"5,590",107,Music,2008
Pirate War: Age of Strike (Playwar Strategy Game official video),999009,152,70,People & Blogs,2017
Man streaming paid main event fight on facebook caught by foxtel,874365,"2,262",494,People & Blogs,2017
MMA Fighter KO's Ring Card Girl,1163800,78,257,Comedy,2016
Amazing dog saves another dog by Rafael Franciulli perro rescata otro perro,1623506,"2,602",528,Music,2017
Sound of Music | Central Station Antwerp (Belgium),32829385,"67,866","1,405",Entertainment,2009
Cute Golden retriever rescuing her teddy bear,2789609,"12,852",427,People & Blogs,2013
"A Leopard Hunting A Wild Boar -  Yala National Park, Sri Lanka - A WalkWithJith tour",12939960,"2,304","4,304",Travel & Events,2011
Collateral - Tactical Draw Hip Shot [HD],1012866,"2,735",122,Entertainment,2012
2009 2010 car crashed - MUSIC SUCKS,1312023,942,484,Autos & Vehicles,2009
Autos Waschen für Kinder - Android Spiel von Google Play,743942,85,54,Education,2017
"50만 유튜버 엠알이 인정한 아쿠아픽 구강세정기, 아직도 안쓰세요?!",995595,8,26,,2019
Масштабная драка на матче Барселона - Реал.mp4,651436,331,80,Sports,2011
hipnotize,9248421,"7,999","1,268",Howto & Style,2007
Fake lenovo subwoofer,896059,"2,624",93,Comedy,2013
ахах*,48947998,"9,522","9,893",People & Blogs,2010
Подборка невероятных удач 3,10235025,"20,874","1,453",People & Blogs,2011
Andrea Dellacasa  Sacandose ropa interior - Asi Somos [completo],62614185,"6,877","7,171",Entertainment,2010
In Flames - Trigger,8393871,"30,145",709,Music,2006
1 Guy KOs 7 Guys,3492694,"4,014","2,081",Sports,2011
It happens only in India !!!,3102872,"10,975",195,Entertainment,2011
Rubi de #LosXvdeRubi abucheada en los Premios MTV Miaw 2017,601433,"2,164",524,People & Blogs,2017
real transformers,957498,411,182,Film & Animation,2007
Plaza English,710850,40,6,Film & Animation,2015
EKV - Krug (spot),2819880,"6,306",141,Music,2009
Food defender! Puppy vs ducks.,1628501,"2,798",123,Entertainment,2011
Fisher Price Laugh & Learn Fun With Friends Musical Table,54091018,"8,602","10,707",Gaming,2009
"Hups Baby Club, Slovakia",18376221,"12,785","1,726",People & Blogs,2009
Hans Zimmer - Black Hawk Down (Main Theme),18846951,"57,057","1,006",Film & Animation,2008
Cat pushes dog into swimming pool,682941,"1,811",186,Comedy,2015
All Football Intro,1984750,197,106,People & Blogs,2017
"☃ Kid get's smacked by city plow driver ❄️ Belleville, Ontario",1257621,"6,113","2,075",Nonprofits & Activism,2016
Barbara Weldens - Du pain pour les réveille-matin,1509526,"1,070",114,People & Blogs,2015
