video,video_views,likes,dislikes,category,published
David Tavaré - Hot Summer Night (Oh la la la),1337402,1893,74,Music,2008
Me prende!! megusta sentir tu cuerpo!!,861153,305,57,Music,2011
Amazing Japanese Fake Pool,44730824,68934,3827,People & Blogs,2007
Bob Sapp vs. Kimo UFC-K1 fight,1223675,1022,148,Sports,2008
СТОП ХАМ. водила Х 5 бурит по полной,2595029,4452,570,Autos & Vehicles,2011
4 year old section Juan and Edgar,1006860,680,615,Entertainment,2006
Dj Akman KLibi www.xwebtasarim.com,1069153,341,32,Music,2006
KAJOL IN YEH DIL LAGI,73698562,6092,4683,Entertainment,2009
"Oda a ""The britains got talent"" (subtitulado).",2125187,2542,180,People & Blogs,2012
Gta san andreas Drift 2,1613818,929,692,Entertainment,2007
train stuck in snow,1463580,834,96,News & Politics,2010
Sims 2 - Everyday,877651,592,76,Film & Animation,2007
Lee Sin's great escape [Fixed!],1610253,9278,152,Gaming,2012
The Black Dahlia movie trailer,820548,996,56,Entertainment,2006
mike mo 12 yrs old,899520,2384,189,Sports,2008
"Gregory lemarchal, sos d'un terrien en detresse",1538856,1263,37,Music,2006
Ford Mustang Launch (street),1001605,2214,27,Autos & Vehicles,2008
ANAHI (rebelde) bailando LAS DIVINAS (remix),9347451,2426,1565,Entertainment,2009
Billie Jean (Live),1240220,3198,67,Entertainment,2006
Птиц засасывает вместе с зерном на хлебозаводе,3120409,21206,2663,People & Blogs,2016
paulista,940489,471,1155,People & Blogs,2016
The Big Fat Quiz Of The 90s   Mr Blobby,951835,7347,121,People & Blogs,2014
"Fasma, GG - Parlami (Official Video - Sanremo 2021)",757718,25704,243,Music,2021
Naruto - Konoha's Hokage,1054505,1137,0,Entertainment,2008
Struggling with a new Phone,1451235,16223,634,Entertainment,2017
Big Bang Theory - Why Sheldon does not celebrate christmas,1684744,4911,135,Comedy,2010
метеорит Хакасия 06 12 2016,1344770,8338,351,Autos & Vehicles,2016
Rocky Balmoto,2218572,10869,1626,People & Blogs,2016
Charlie vs Swayze,2740111,5818,289,People & Blogs,2014
Dave Chappelle on Martin Lawrence and Hollywood Culture,1135513,6993,85,People & Blogs,2014
Don't Try This At Home,1282361,180,66,People & Blogs,2016
BBC Weatherman Caught Giving Middle Finger on Stage,510985,3000,156,News & Politics,2010
Irie Maffia: Hands In The Air,1944899,5590,107,Music,2008
Pirate War: Age of Strike (Playwar Strategy Game official video),999009,152,70,People & Blogs,2017
Man streaming paid main event fight on facebook caught by foxtel,874365,2262,494,People & Blogs,2017
MMA Fighter KO's Ring Card Girl,1163800,78,257,Comedy,2016
Amazing dog saves another dog by Rafael Franciulli perro rescata otro perro,1623506,2602,528,Music,2017
Sound of Music | Central Station Antwerp (Belgium),32829385,67866,1405,Entertainment,2009
Cute Golden retriever rescuing her teddy bear,2789609,12852,427,People & Blogs,2013
"A Leopard Hunting A Wild Boar -  Yala National Park, Sri Lanka - A WalkWithJith tour",12939960,2304,4304,Travel & Events,2011
Collateral - Tactical Draw Hip Shot [HD],1012866,2735,122,Entertainment,2012
2009 2010 car crashed - MUSIC SUCKS,1312023,942,484,Autos & Vehicles,2009
Autos Waschen für Kinder - Android Spiel von Google Play,743942,85,54,Education,2017
Масштабная драка на матче Барселона - Реал.mp4,651436,331,80,Sports,2011
hipnotize,9248421,7999,1268,Howto & Style,2007
Fake lenovo subwoofer,896059,2624,93,Comedy,2013
ахах*,48947998,9522,9893,People & Blogs,2010
Подборка невероятных удач 3,10235025,20874,1453,People & Blogs,2011
Andrea Dellacasa  Sacandose ropa interior - Asi Somos [completo],62614185,6877,7171,Entertainment,2010
In Flames - Trigger,8393871,30145,709,Music,2006
1 Guy KOs 7 Guys,3492694,4014,2081,Sports,2011
It happens only in India !!!,3102872,10975,195,Entertainment,2011
Rubi de #LosXvdeRubi abucheada en los Premios MTV Miaw 2017,601433,2164,524,People & Blogs,2017
real transformers,957498,411,182,Film & Animation,2007
Plaza English,710850,40,6,Film & Animation,2015
EKV - Krug (spot),2819880,6306,141,Music,2009
Food defender! Puppy vs ducks.,1628501,2798,123,Entertainment,2011
Fisher Price Laugh & Learn Fun With Friends Musical Table,54091018,8602,10707,Gaming,2009
"Hups Baby Club, Slovakia",18376221,12785,1726,People & Blogs,2009
Hans Zimmer - Black Hawk Down (Main Theme),18846951,57057,1006,Film & Animation,2008
Cat pushes dog into swimming pool,682941,1811,186,Comedy,2015
All Football Intro,1984750,197,106,People & Blogs,2017
"☃ Kid get's smacked by city plow driver ❄️ Belleville, Ontario",1257621,6113,2075,Nonprofits & Activism,2016
Barbara Weldens - Du pain pour les réveille-matin,1509526,1070,114,People & Blogs,2015
Gruzi - Don't let me down,1089084,4492,91,Music,2017
【100万再生回数達成】★大阪人気ナンバーワンのエステサロン★1分間ポンポンするだけで究極リフトアップ,1017738,3326,2277,People & Blogs,2017
Scuba instructor pulls kitchen knife out of shark's head in Cayman,2083069,1962,175,People & Blogs,2017
Flying Phoenix Tattoo ORIGINAL VIDEO!,2109447,823,45,Film & Animation,2017
"Coldplay covers Linkin Park's ""Crawling""",1034276,5518,468,Music,2017
AND1 STREETBALL [Knock On Wood],868433,1081,47,Sports,2007
И как это называется?,545044,1706,3138,People & Blogs,2016
Messi  loses tooth,672977,888,1455,People & Blogs,2017
LOTR cast make fun of Orlando Bloom,2756627,12934,195,Film & Animation,2011
Baby argues with Dog,2594516,3122,307,Comedy,2014
Brother just sent me this,622782,8883,348,Entertainment,2017
150 Car Pile-Up on Michigan Highway I-94,3658799,4636,508,People & Blogs,2015
ARTH 2 Theatrical Trailer | Arth The Destination Official Trailer 2017,1342169,8347,14,Entertainment,2017
Doce Novembro - Creed - With Arms Wide Open,2389729,2464,56,Music,2007
Evie's first sip of Coke,2098844,9508,1647,People & Blogs,2017
Ottawa cyclist struck by car!,1379955,5540,262,People & Blogs,2017
Dog Saves Deer... Good Boy Storm,1591632,5595,207,Education,2017
50 Cent: Blood on the Sand Trailer,2786159,3261,515,Entertainment,2008
Audi used car commercial in China. Full of sex discrimination,818670,558,1476,People & Blogs,2017
McDonald's drive thru,726293,9536,207,People & Blogs,2016
This ain't my phone...,2049699,1565,255,Music,2017
Happy Birthday Cody,734558,7194,191,Entertainment,2011
Nuovaluce Beauty Acne Device Kickstarter Video FDA Cleared www.nuovalucebeauty.com,498941,4783,182,People & Blogs,2017
Piccola - Piccola (Official Fan Video),1650882,4499,189,Music,2017
ウマウマハルヒ,853961,627,207,Film & Animation,2008
(THE ORIGINAL FIRST VIDEO) Hidden inappropriate drawing in Maya the Bee!,661841,1657,420,People & Blogs,2017
Parks and Recreation called it back in 2015. Cubs World Series 2016!,205257,1557,113,Travel & Events,2016
Tom Waits - Falling Down,858697,1980,48,Music,2008
Corona - #ThisIsLiving,2699904,53,2,People & Blogs,2016
When your Amish town is frozen,512991,4645,135,People & Blogs,2018
"Emma, Le Trefle",12521358,14962,330,People & Blogs,2013
#YoNoTrabajo,22829976,1426,70,People & Blogs,2018
АВТО_ПОДСТАВА НЕ УДАЛАСЬ,2424328,3130,267,Autos & Vehicles,2011
Stasi peeing her pants,1950860,560,281,Comedy,2009
Captain on United flight deals with some politics,730494,600,53,News & Politics,2016
Sign Language during our Wedding- 2015,2420783,2166,82,People & Blogs,2016
社長、コブダイ頼子にkiss!　波左間海中公園20150119,2185266,1921,66,People & Blogs,2015
Случился взрыв на станции метро Технологический институт,2353696,2793,4727,Howto & Style,2017
Premier Mot,14025612,20,3,Comedy,2019
Horizon League Tournament: Oakland vs Youngstown State,1379497,111,75,Comedy,2014
Niemand liebt Autos mehr als willhaben | Spot 2,10876985,49,15,Autos & Vehicles,2019
"COREOGRAFIAS RAUL CHARLO, BAILE MODERNO",2602204,720,201,Entertainment,2007
PA PANAMERICANO EL ORIGINAL,25349977,28213,1986,Music,2010
Jade Foret et Arnaud Lagardere,2592135,429,2007,People & Blogs,2011
Make a cigarette float,720739,144,281,Howto & Style,2007
Oasis' Noel Gallagher assaulted on stage in Toronto--2008-09-07,2389276,2342,255,Music,2008
El Aeromodelismo,742498,677,146,Sports,2008
"US Open Surfing - Huntington Beach, CA",4040497,860,764,Entertainment,2008
David Cook and David Archuleta Guitar Hero Commercials!,2911092,8025,495,Entertainment,2008
Pep's - Liberta ( VerSiOn KaraOké ),1053812,929,77,Music,2007
The Strokes - New York City Cops (High Quality Live),6012403,14002,286,Music,2007
I slept with my teacher,9844002,1998,2357,Film & Animation,2007
canon,1151211,3600,303,Music,2006
"Red Hot Chili Peppers "" Californication "" ( LIVE )",1318163,4440,74,Music,2008
Tom Cruise Scientology Video - ( Original UNCUT ),14240339,91156,18041,Entertainment,2008
Daredevil Trailer,1533971,1562,132,Film & Animation,2007
Japonista Legend   Japonista Sole Version,3570199,301,387,Film & Animation,2010
"chien qui chante ""petit papa noel""",7560798,4719,1735,Pets & Animals,2006
disney world top 10 rides,757817,575,141,Entertainment,2009
"Before a Bush Speech, this happens",10269774,11244,3604,Comedy,2007
"Túlio Maravilha, o maior atacante do Brasil nos anos 90, faz de bicicleta o 972º gol da carreira",1132362,536,204,Sports,2011
Buttons-The Pussycat Dolls- A Music Video by Cameron Perrins,1370046,1661,548,Music,2007
AH-64 in action kabul afganistan part.1,2144229,3187,629,Autos & Vehicles,2007
OYSHO_SPORT,32808096,12,4,Music,2019
7 Things To Do Before I'm 30- Trailer,3675488,2497,267,Entertainment,2008
Maradona_Dribble_skill,5154149,4152,158,Sports,2006
touch n go hercules R/C,693502,226,19,Entertainment,2007
MC Chaves Canta Funk do Jeremias (ORIGINAL),8846667,9158,1147,Comedy,2007
Flo-Rida - Low routine,13329843,10448,1373,Entertainment,2007
Brooke gets a tattoo,17642798,2103,1621,People & Blogs,2007
Tenue de Soirée Christophe Maé Gad Elmaleh,1274697,1641,102,Music,2007
Eddie Sachs and Dave MacDonald fatal Crash @ Indy 500 1964,1193770,354,37,Sports,2007
Trafalgar Law,650699,771,87,Film & Animation,2009
ホッキョクグマ　赤ちゃんの悲劇,1206374,199,260,Pets & Animals,2009
The greatest goal to be ever waved off,951692,1541,178,Sports,2011
Naruto german opening,2082329,27628,1967,Entertainment,2007
Los 25 animales mas raros del mundo AFIRMAN LOS CIENTIFICOS,1051406,516,811,Autos & Vehicles,2009
Fiat 500  vs  Nissan 350z,2110577,1437,146,Autos & Vehicles,2006
Britney Spears ft. Rihanna-S&M Live at Billboard Awards 2011,1475634,2487,267,Music,2011
Камаз видео (Село Вырыпаево - Мордовия)№4,1015248,236,152,Autos & Vehicles,2012
Girl honks at ship,12100810,69506,3924,Autos & Vehicles,2012
Упало,1198916,2351,1747,People & Blogs,2016
11/2/16 Chicago Cubs World Series Champs! Wrigley / Skyline of Chicago - Celebrate! Party!,1045871,2549,83,People & Blogs,2016
60 Year Old Kills Hip-Hop Routine!!,4352952,10647,161,People & Blogs,2015
"Trump: If Ivanka weren’t my daughter, I'd be dating her",1528271,1557,1211,Comedy,2015
Саянский метеорит.,701308,2013,3013,People & Blogs,2016
EPIC Drum Solo FAIL!,3865978,22231,900,Comedy,2011
Bertolucci over Maria Schneider,4117228,851,1937,Film & Animation,2013
Lil Loaded ft. YG - “Gang Unit Remix” (Official Video),1736200,127492,1363,Music,2020
Real Gunfighter Lance Thomas on Justic Files,1063456,6840,0,News & Politics,2009
Home with dada - Time Lapse,38509445,27675,0,Entertainment,2012
Train- Drive by (with lyrics),14018313,32918,0,Music,2012
Ректальные Рейнджеры - Грязная работенка!,1058118,1790,955,Nonprofits & Activism,2016
The Smokey Life - With Lyrics (Leonard Cohen),1701700,1514,64,Music,2010
Head & Shouders - Ampollas Hidratación intensiva,1437127,5,2,People & Blogs,2014
Out Of The Furnace -- Official Trailer,1479394,301,40,Entertainment,2013
Luke Hemmings - Starting Line (Official Video),635002,129469,179,Music,2021
Wild Child - Enya,9598411,11951,0,Entertainment,2006
What goes around (comes around) - Lyrics,1347605,3001,0,Music,2006
"Spongebob ""The Soldier of Love""",25610196,14378,0,Music,2007
camera shutter speed matches helicopter`s rotor,3682223,53493,581,People & Blogs,2017
Self-Driving Uber running red light,1872637,5143,3969,Autos & Vehicles,2016
Man destroys yellow jacket nest with bare hands ORIGINAL,1655964,9915,477,Comedy,2017
Scarlett Johansson for Grandma,1635974,2457,274,Entertainment,2017
Maintenance of a Double glazed PVC window,1706353,567,76,Education,2012
Beijing 2008 - Usain Bolt 9.69 sec World Record 100m,1864049,331,1416,Sports,2008
Когда твой худший враг - это ковер,2051016,18663,1807,People & Blogs,2017
Pink - I Don't Believe You Official Music Video Sims 2 HD,671291,400,119,Music,2009
Stephen Colbert 2011 Commencement Speech at Northwestern University,1142028,7520,105,Comedy,2011
Funny bear - Cho kaka o,556376,98,59,Entertainment,2007
BMW Crash BENZ ขับรถระวังๆนะครับ เสียดายรถ,766364,395,31,Autos & Vehicles,2017
رقص وخمر باحدااسطح العماير المطله على الساريه العلم بجده اجانب,1348369,273,695,People & Blogs,2016
Survive - Support Small Business - Facebook,4440336,277,53,People & Blogs,2020
Dog loves ticklish fringe,943385,8064,248,People & Blogs,2016
"""Terrified"" performed by Didi Benami, written by Kara DioGuardi and Jason Reeves.",1275336,4344,59,Music,2010
What happens when you surprise your BF with a boxer puppy?,681624,3157,36,People & Blogs,2013
Mano Negra - Mala Vida,18428307,38890,1029,Music,2006
Brave Kitten Stands Up to Dog,45622964,98565,38062,Entertainment,2011
Напугали бедолагу,8680501,13589,690,Comedy,2011
方珈悠嬉水片段.mp4,45632326,4263,9843,Entertainment,2010
Caroline - Status Quo,5114818,7759,171,Music,2006
5 biggest planes in the world,4044462,3746,929,Entertainment,2009
** FREE PSN / STEAM CODES **. Dropping every 250 subscribers!,731822,15,43,Gaming,2017
Охотничий кот,670799,5378,3901,People & Blogs,2016
HOMEFRONT [Official Trailer],3469160,1551,30,Entertainment,2013
"Lightning hits the sea - HD - Bay of Kotor, Montenegro",3690436,8840,394,Entertainment,2012
Funny Cats,57324296,143295,3809,Pets & Animals,2007
Жилье для инвалида. Ужасы Сыктывкара.,737404,1471,212,People & Blogs,2017
funniest field set ever in Cricket,6502261,2672,503,Sports,2009
Mariah Carey New Years Eve 2016 2017,2766473,2015,2655,People & Blogs,2017
Good old days,1249801,10317,145,Gaming,2016
Finch Frozen to Fence Rescue,3702696,25741,152,People & Blogs,2017
"Children Of Bodom - ""In Your Face""",10945662,44450,1852,Music,2006
Adam Braidwood vs. Tim Hague,1884834,538,1047,Sports,2017
Mercedes Benz Atego truck drift in the snow,1654960,723,168,Autos & Vehicles,2007
Racist Woman yelling and demanding to see a white doctor born in Canada.,1614429,6369,2096,Comedy,2017
Male cry jury with an incredible voice,27566202,55010,1927,Music,2011
Human Turkish Get Up,21193172,13643,2737,Sports,2011
bob marley,23465084,40072,1023,Music,2006
BARCS vet tech comforts crying puppy,805865,1041,32,People & Blogs,2016
Выборы 2018. Шокирующий фильм Никиты Михалкова «Лоботомия»,2056243,5762,28321,Nonprofits & Activism,2017
Duiosa unica bonita,21679223,13097,1155,Film & Animation,2008
Juiceee feat. Milena Ceranic - Bikini,5790939,8173,1653,Music,2011
Anaconda died because of eating another Snake,7540231,1033,237,People & Blogs,2015
100 greatest funny videos in the world,18742994,11645,2828,Entertainment,2010
Orbit México - Aeropuerto,56145673,1845,989,Howto & Style,2016
JESUS CHRIST IN JURASSIC PARK,1133562,2677,878,Pets & Animals,2011
"Tommy Wiseau in The Room vs. James Franco in The Disaster Artist (""I did not hit her "" scene)",835947,7495,232,Film & Animation,2017
Charlie Charlie Challenge Android,7594484,1473,525,Gaming,2015
Selfie Domino,7135785,7993,3168,People & Blogs,2017
Экстремальная экскурсия PNK,14316983,5944,375,Science & Technology,2017
SDCC 2018 D23EXPO LEAK AVENGERS 4 TEASER TRAILER GUARDIANS AND THOR,902113,5250,16759,People & Blogs,2017
Dogs Charge Police Officer Meridian Idaho David Gomez,2271314,11303,261,Nonprofits & Activism,2016
"Лидер вежливых фермеров о концерне ""Покровский""",815205,5214,1997,People & Blogs,2017
Philippe Poutou - On n'est pas touché (clip officiel de campagne à la présidentielle 2017),502245,3060,950,Pets & Animals,2017
Blinker fluid prank,3472449,25739,1535,People & Blogs,2017
Champions and Challengers - Adventure Time - Pre-register on Google Play Store,2986914,795,174,Gaming,2017
ITS Coop Travel - Traumhafte Ferien (kurz),1263044,2,5,Travel & Events,2017
It Got Grandma!: Chimp at Zoo Throws Poo in Grandma's Face!,3975037,24800,1387,Pets & Animals,2017
2017 0401 s10 Toruń Bydgoszcz,1273971,3076,454,Entertainment,2017
Eagles Fan Gets Wrecked by Pole,706418,877,40,Film & Animation,2018
UltraTap - новости из соцсетей,498038,706,1533,People & Blogs,2017
CALIFORNIA - MONDAY JUSTICE FEAT. SNOOP DOGG (Official Music Video),943248,2949,22,Music,2017
John McEnroe's most famous outburst happened in Stockholm in 1984,4853621,7254,426,Sports,2010
Keg tapping goes horribly wrong.,751804,3427,313,Entertainment,2017
LIVE Hurricane Irma - Downtown Orlando - American Safety Council,554438,184,8,News & Politics,2016
